"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Year","Gregorian year","Mintmark","Comment","Quantity","For exchange","Grade","Collection","Buying price (GBP)","Estimate (GBP)","Private comment","Public comment"
"Spain","Spain","Peseta (1868-2001)","1","KM# 806","N# 787","1 Peseta - Juan Carlos I","Standard circulation coin","1975-1980","Round","Aluminium-bronze (92% Copper, 6% Aluminum, 2% Nickel)","3.5","21","1975","1978","","""78"" on star; long tilde over ""N"" in ""ESPAÑA"" (Madrid Mint)","1","","","","0.25","","Norwich April 19","SPA-05 a"
"Spain","Spain","Peseta (1868-2001)","1","KM# 821","N# 789","1 Peseta - Juan Carlos I","Standard circulation coin","1982-1989","Round","Aluminium (96% Aluminum, 3.5% Magnesium, 0.5% Manganese)","1.2","21","1986","1986","","","1","","","","0.04","","Ebay B January 20",""
"Spain","Spain","Peseta (1868-2001)","2.5","KM# 785","N# 5807","2½ Pesetas - Francisco Franco","Standard circulation coin","1954-1973","Round","Aluminium-bronze (Cu900 Al100)","7","25.5","1953","1956","","Cal#69; ""56"" on star","1","","","","1","","Norwich August 19.",""
"Spain","Spain","Peseta (1868-2001)","5","KM# 786","N# 781","5 Pesetas - Francisco Franco","Standard circulation coin","1957-1975","Round","Copper-nickel (75% Copper, 25% Nickel)","5.75","23","1957","1965","","Cal#56; ""65"" on star","1","","","","0.08","","Norwich August 19",""
"Spain","Spain","Peseta (1868-2001)","5","KM# 786","N# 781","5 Pesetas - Francisco Franco","Standard circulation coin","1957-1975","Round","Copper-nickel (75% Copper, 25% Nickel)","5.75","23","1957","1967","","Cal#58; ""67"" on star","1","","","","0.08","","Norwich M November 19",""
"Spain","Spain","Peseta (1868-2001)","5","KM# 786","N# 781","5 Pesetas - Francisco Franco","Standard circulation coin","1957-1975","Round","Copper-nickel (75% Copper, 25% Nickel)","5.75","23","1957","1970","","Cal#61; ""70"" on star","1","","","","0.34","","Oxford June 19","SPA-06 a"
"Spain","Spain","Peseta (1868-2001)","5","KM# 786","N# 781","5 Pesetas - Francisco Franco","Standard circulation coin","1957-1975","Round","Copper-nickel (75% Copper, 25% Nickel)","5.75","23","1957","1973","","Cal#64; ""73"" on star","1","","","","0.08","","Norwich M November 19",""
"Spain","Spain","Peseta (1868-2001)","5","KM# 807","N# 782","5 Pesetas - Juan Carlos I","Standard circulation coin","1976-1980","Round","Copper-nickel (Cu750 Ni250)","5.75","23","1975","1976","","""76"" on star","1","","","","0.34","","Oxford June 19","SPA-07 a"
"Spain","Spain","Peseta (1868-2001)","5","KM# 807","N# 782","5 Pesetas - Juan Carlos I","Standard circulation coin","1976-1980","Round","Copper-nickel (Cu750 Ni250)","5.75","23","1975","1979","","""79"" on star","1","","","","0.08","","Norwich M November 19",""
"Spain","Spain","Peseta (1868-2001)","5","KM# 807","N# 782","5 Pesetas - Juan Carlos I","Standard circulation coin","1976-1980","Round","Copper-nickel (Cu750 Ni250)","5.75","23","1975","1980","","""80"" on star","1","","","","0.08","","Norwich August 19",""
"Spain","Spain","Peseta (1868-2001)","25","KM# 787","N# 778","25 Pesetas - Francisco Franco","Standard circulation coin","1958-1975","Round","Copper-nickel (75% Copper, 25% Nickel)","8.5","26.5","1957","1958","","Cal#30; ""58"" on star","1","","","","0.25","","Norwich April 19","SPA-08 a"
"Spain","Spain","Peseta (1868-2001)","25","KM# 818","N# 1353","25 Pesetas - Juan Carlos I (España '82)","Circulating commemorative coin","1980-1982","Round","Copper-nickel (75% Copper, 25% Nickel)","8.5","26.5","1980","1981","","""81"" on star","1","","","","0.06","","Ebay December 19","x"
"Spain","Spain","Peseta (1868-2001)","25","KM# 824","N# 428","25 Pesetas -  Juan Carlos I (with mintmark)","Standard circulation coin","1982-1984","Round","Copper-nickel (Cu750 Ni250)","8.5","26.5","1983","1983","","","1","","","","0.34","","Oxford June 19","SPA-09 a"
"Spain","Spain","Peseta (1868-2001)","50","KM# 788","N# 1884","50 Pesetas - Francisco Franco","Standard circulation coin","1958-1975","Round","Copper-nickel (75% Copper, 25% Nickel)","12.5","30.2","1957","1958","","Cal#17; ""58"" on star; edge lettering UNA - GRANDE - LIBRE","1","","","","0.1","","Norwich September 19",""
"Spain","Spain","Peseta (1868-2001)","50","KM# 907","N# 2555","50 Pesetas - Juan Carlos I (Sagrada Familia)","Circulating commemorative coin","1992","Round","Copper-nickel (75% Copper, 25% Nickel)","5.6","20.5","1992","1992","M","","1","","","","0.1","","Norwich E December 19",""
"Spain","Spain","Peseta (1868-2001)","100","KM# 797","N# 1885","100 Pesetas - Francisco Franco","Standard circulation coin","1966-1970","Round","Silver (.800)","19","34","1966","1968","","Cal#13; ""68"" on star","1","","","","4","","Norwich October 19",""
"Spain","Spain","Peseta (1868-2001)","100","KM# 826","N# 1258","100 Pesetas - Juan Carlos I (value as ""CIEN"")","Standard circulation coin","1982-1990","Round","Aluminium-bronze (88.4% Copper, 5% Nickel, 5% Aluminum, 1% Iron, 0.6% Manganese)","9.25","24.5","1984","1984","","Cal#42","1","","","","0.06","","Ebay December 19","x"
"Spain","Spain","Peseta (1868-2001)","100","KM# 1006","N# 2986","100 Pesetas - Juan Carlos I (Year of Older Persons)","Circulating commemorative coin","1999","Round","Aluminium-bronze (Cu884 Ni50 Al50 Fe10 Mn6)","9.25","24.5","1999","1999","M","","1","","","","","","Norwich G February 20",""
"Spain","Spain","Peseta (1868-2001)","200","KM# 829","N# 2285","200 Pesetas - Juan Carlos I","Standard circulation coin","1986-1988","Round","Copper-nickel (75% Copper, 25% Nickel)","8.5","22","1987","1987","M","","1","","","","0.08","","Norwich August 19",""
"Spain","Spain","Peseta (1868-2001)","200","KM# 965","N# 6536","200 Pesetas (Bayeu and Fortuny)","Circulating commemorative coin","1996","Round","Copper-nickel (Cu750 Ni250)","10.5","25.5","1996","1996","","","1","","","","0.1","","Norwich E December 19",""
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.005","KM# 101","N# 12113","½ Cent - Edward VII","Standard circulation coin","1904-1909","Round","Copper","2.5","18.3","1908","1908","","","1","","","","0.1","","Norwich E December 19",""
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.01","KM# 107","N# 1275","1 Cent - George V","Standard circulation coin","1912-1929","Round","Bronze","4.57","22.4","1912","1912","","","1","","","","1","","Norwich April 19","SRL-01 a"
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.01","KM# 107","N# 1275","1 Cent - George V","Standard circulation coin","1912-1929","Round","Bronze","4.57","22.4","1926","1926","","","1","","","","0.1","","Norwich E December 19",""
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.01","KM# 107","N# 1275","1 Cent - George V","Standard circulation coin","1912-1929","Round","Bronze","4.57","22.4","1928","1928","","","1","","","","0.5","","Norwich A January 20",""
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.02","KM# 128","N# 5339","2 Cents - Elizabeth II","Standard circulation coin","1963-1971","Scalloped (8 notches)","Aluminium","0.76","18.3","1963","1963","","","1","","","","0.1","","Norwich E December 19",""
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.05","KM# 103","N# 12117","5 Cents - Edward VII","Standard circulation coin","1909-1910","Square with rounded corners","Copper-nickel","3.9","18","1910","1910","","","1","","","","0.5","","Bath C February 20",""
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.05","KM# 113.1","N# 4883","5 Cents - George VI","Standard circulation coin","1942-1945","Square with rounded corners","Nickel brass","3.85","21.2","1944","1944","","KM#113.2 (Thin planchet)","1","","","","0.49","","Ebay July 19","SRL-02 a"
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.05","KM# 113.1","N# 4883","5 Cents - George VI","Standard circulation coin","1942-1945","Square with rounded corners","Nickel brass","3.85","21.2","1944","1944","","KM#113.2 (Thin planchet)","1","","","","0.1","","Norwich September 19","SRL-06"
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.05","KM# 113.1","N# 4883","5 Cents - George VI","Standard circulation coin","1942-1945","Square with rounded corners","Nickel brass","3.85","21.2","1945","1945","","KM#113.2 (Thin planchet); Minted between 1959-62 by Royal Mint","1","","","","0.49","","Ebay July 19","SRL-03 a"
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.1","KM# 112","N# 9956","10 Cents - George VI","Standard circulation coin","1941","Round","Silver (.800)","1.1664","15.5","1941","1941","","","1","","","","1","","Norwich E February 20",""
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.1","KM# 118","N# 4882","10 Cents - George VI","Standard circulation coin","1944","Scalloped (8 notches)","Nickel brass","4.2","23","1944","1944","","","1","","","","0.1","","Norwich E November 19","SRL-11 a"
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","0.5","KM# 109","N# 22520","50 Cents - George V","Standard circulation coin","1913-1917","Round","Silver (.800)","5.8319","23.3","1917","1917","","","1","","","","6.5","","Ebay September 19","SRL-05 a"
"Sri Lanka","Sri Lanka","Rupee (1871-1972)","1","KM# 133","N# 1594","1 Rupee - Elizabeth II","Standard circulation coin","1963-1971","Round","Copper-nickel","7","25","1965","1965","","","1","","","","0.1","","Norwich September 19","SRL-07 a"
"Sri Lanka","Sri Lanka","Rupee (1972-date)","0.05","KM# 139a","N# 1599","5 Cents","Standard circulation coin","1978-1991","Square with round edges","Aluminium","1","21.52","1991","1991","","","1","","","","0.1","","Norwich September 19","SRL-08 a"
"Sri Lanka","Sri Lanka","Rupee (1972-date)","0.5","KM# 135.1","N# 1598","50 Cents (non-magnetic)","Standard circulation coin","1972-1994","Round","Copper-nickel","5.5","21.5","1991","1991","","KM#135.2 (reeded edge)","1","","","","0.1","","Norwich E November 19","SRL-12 a"
"Sri Lanka","Sri Lanka","Rupee (1972-date)","2","KM# 145","N# 5004","2 Rupees (FAO; Mahaweli Dam)","Circulating commemorative coin","1981","Round","Copper-nickel","8.25","28.5","1981","1981","","","1","","","","0.1","","Norwich September 19","SRL-09 a"
"Sri Lanka","Sri Lanka","Rupee (1972-date)","2","KM# 147","N# 2959","2 Rupees","Standard circulation coin","1984-2004","Round","Copper-nickel","8.25","28.5","1984","1984","","","1","","","","0.08","","Norwich August 19","SRL-04 a"
"Sri Lanka","Sri Lanka","Rupee (1972-date)","5","KM# 148","N# 15760","5 Rupees (non-magnetic)","Standard circulation coin","1984-2004","Round","Nickel brass","9.5","23.4","1991","1991","","M#148.2 (edge lettered ""CBSL"")","1","","","","0.1","","Norwich September 19","SRL-10 a"
"Sudan","Sudan","First pound (1956-1992)","0.005","KM# 41","N# 19156","5 Milliemes","Standard circulation coin","1970-1971","Scalloped (with 12 notches)","Bronze","3.95","23","1390","1970","","١٣٩٠ - ١٩٧٠ KM#41.2 Proof Sets only (KM#PS4)","1","","","","0.1","","Norwich E February 22",""
"Sudan","Sudan","First pound (1956-1992)","0.005","KM# 53","N# 9231","5 Milliemes (FAO)","Circulating commemorative coin","1972-1973","Round","Bronze","3.32","21.5","1392","1972","","١٣٩٢  ١٩٧٢","1","","","","0.1","","Norwich E December 19",""
"Sweden","Sweden","Riksdaler riksmynt (1855-1873)","0.02","KM# 688","N# 16504","2 Öre - Oscar I","Standard circulation coin","1856-1858","Round","Bronze","5.7","24.4","1857","1857","","Long beard","1","","","","0.1","","Norwich E December 19",""
"Sweden","Sweden","Krona (1873-date)","0.01","KM# 820","N# 1506","1 Öre - Gustaf VI Adolf","Standard circulation coin","1952-1971","Round","Bronze","2","16","1960","1960","TS","","1","","","","0.1","","Norwich E October 19",""
"Sweden","Sweden","Krona (1873-date)","0.02","KM# 735","N# 6149","2 Öre - Oscar II (small letters)","Standard circulation coin","1874-1878","Round","Bronze","4","21","1876","1876","","overdate variety exists; rare","1","","","","0.1","","Norwich E December 19",""
"Sweden","Sweden","Krona (1873-date)","0.02","KM# 811","N# 4033","2 Öre - Gustaf V","Standard circulation coin","1942-1950","Round","Iron","3.5","21","1943","1943","","Type 2B dark iron","1","","","","0.06","","Ebay December 19","x"
"Sweden","Sweden","Krona (1873-date)","0.02","KM# 821","N# 1033","2 Öre - Gustaf VI Adolf","Standard circulation coin","1952-1971","Round","Bronze","4","21","1953","1953","TS","","1","","","","0.1","","Norwich E October 19",""
"Sweden","Sweden","Krona (1873-date)","0.05","KM# 779","N# 1470","5 Öre - Gustaf V","Standard circulation coin","1909-1950","Round","Bronze","8","27","1916","1916","","KM#779.2 (large cross on crowned monogram; with overdate variety) rare","1","","","","1","","Ebay August 19","SWE-02 a"
"Sweden","Sweden","Krona (1873-date)","0.05","KM# 822","N# 1494","5 Öre - Gustaf VI Adolf","Standard circulation coin","1952-1971","Round","Bronze","8","27","1964","1964","U","","1","","","","0.25","","Norwich G March 20",""
"Sweden","Sweden","Krona (1873-date)","0.05","KM# 849","N# 1467","5 Öre - Carl XVI Gustaf","Standard circulation coin","1976-1981","Round","Bronze ((95% Cu, 4% Sn, 1% Zn))","2.7","18","1979","1979","U","","1","","","","","","Rose Cottage","SWE-01 a"
"Sweden","Sweden","Krona (1873-date)","0.1","KM# 780","N# 4035","10 Öre - Gustaf V","Standard circulation coin","1909-1942","Round","Silver (.400)","1.45","15","1929","1929","G","1st 9 Oval; 1st 9 Round; see comments","1","","","","1.2","","Ebay August 19.",""
"Sweden","Sweden","Krona (1873-date)","0.1","KM# 835","N# 1504","10 Öre - Gustaf VI Adolf","Standard circulation coin","1962-1973","Round","Copper-nickel","1.4","15","1969","1969","U","","1","","","","0.19","","Ebay P December 19","x"
"Sweden","Sweden","Krona (1873-date)","0.1","KM# 850","N# 1466","10 Öre - Carl XVI Gustaf","Standard circulation coin","1976-1991","Round","Copper-nickel","1.45","15","1985","1985","U","","1","","","","0.19","","Ebay P December 19","x"
"Sweden","Sweden","Krona (1873-date)","0.25","KM# 785","N# 1505","25 Öre - Gustaf V","Standard circulation coin","1910-1941","Round","Silver (.600)","2.42","16.95","1930","1930","G","","1","","","","1","","Ebay August 19.",""
"Sweden","Sweden","Krona (1873-date)","0.25","KM# 816","N# 1468","25 Öre - Gustaf V","Standard circulation coin","1943-1950","Round","Silver (.400)","2.32","17","1945","1945","G","","1","","","","0.99","","Ebay November 19",""
"Sweden","Sweden","Krona (1873-date)","0.25","KM# 816","N# 1468","25 Öre - Gustaf V","Standard circulation coin","1943-1950","Round","Silver (.400)","2.32","17","1950","1950","TS","small ""TS""","1","","","","1","","TS A February 22",""
"Sweden","Sweden","Krona (1873-date)","0.25","KM# 836","N# 1503","25 Öre - Gustaf VI Adolf","Standard circulation coin","1962-1973","Round","Copper-nickel","2.24","17","1973","1973","u","","1","","","","0.06","","Ebay December 19","x"
"Sweden","Sweden","Krona (1873-date)","0.25","KM# 851","N# 1464","25 Öre - Carl XVI Gustaf","Standard circulation coin","1976-1984","Round","Copper-nickel","2.2","17","1978","1978","U","","1","","","","0.06","","Ebay December 19","x"
"Sweden","Sweden","Krona (1873-date)","0.5","KM# 837","N# 1502","50 Öre - Gustaf VI Adolf","Standard circulation coin","1962-1973","Round","Copper-nickel","4.5","22","1973","1973","u","","1","","","","0.08","","Norwich M August 19",""
"Sweden","Sweden","Krona (1873-date)","0.5","KM# 855","N# 3380","50 Öre - Carl XVI Gustaf","Standard circulation coin","1976-1991","Round","Copper-nickel","4.5","22","1978","1978","U","","1","","","","0.08","","Norwich M November 19",""
"Sweden","Sweden","Krona (1873-date)","1","KM# 814","N# 1495","1 Krona - Gustaf V","Standard circulation coin","1942-1950","Round","Silver (.400)","7","25","1946","1946","TS","","1","","","","0.75","","Norwich E November 19",""
"Sweden","Sweden","Krona (1873-date)","1","KM# 826a","N# 1516","1 Krona - Gustaf VI Adolf","Standard circulation coin","1968-1973","Round","Copper-nickel plated copper","7","25","1973","1973","U","","1","","","","0.08","","Norwich M November 19",""
"Sweden","Sweden","Krona (1873-date)","1","KM# 852","N# 1513","1 Krona - Carl XVI Gustaf","Standard circulation coin","1976-1981","Round","Copper-nickel plated copper","7","25","1981","1981","U","","1","","","","0.08","","Norwich M August 19",""
"Sweden","Sweden","Krona (1873-date)","1","KM# 894","N# 2848","1 Krona - Carl XVI Gustaf","Standard circulation coin","2001-2012","Round","Copper-nickel","7","25","2003","2003","H","","1","","","","0.1","","Bath A February 20",""
"Sweden","Sweden","Krona (1873-date)","5","KM# 853","N# 2752","5 Kronor - Carl XVI Gustaf","Standard circulation coin","1976-2009","Round","Copper-nickel clad nickel","9.5","28.5","2003","2003","H","KM# 853a","1","","","","0.04","","Ebay B January 20",""
"Switzerland","Switzerland","Franc (1850-date)","0.01","HMZ 2# 1215","N# 162","1 Rappen (Wreath; zinc)","Standard circulation coin","1942-1946","Round","Zinc","1.2","16","1946","1946","B","","1","","","","0.99","","Ebay S December 19",""
"Switzerland","Switzerland","Franc (1850-date)","0.01","HMZ 2# 1215","N# 162","1 Rappen (Wreath; zinc)","Standard circulation coin","1942-1946","Round","Zinc","1.2","16","1946","1946","B","","1","","","","0.5","","Norwich A January 20",""
